pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
1323,598286,Nick Ramirez,1323,100.0,0.247,0.179,0.288,0.425,0.317,0.314,0.245,76,308,86.0,10.7,1908,84.7,83.51,175,620,700,-1.2,5.45,108,148,115,147,298,328,293
1320,643338,Chad Green,1320,100.0,0.247,0.180,0.346,0.427,0.316,0.313,0.240,66,267,91.5,17.1,2414,94.4,94.36,198,670,643,0.0,6.27,110,154,116,150,291,323,290
1315,429719,Edwin Jackson,1315,100.0,0.351,0.334,0.363,0.686,0.455,0.402,0.311,105,299,90.3,11.2,2277,90.1,89.98,144,604,705,-0.1,6.08,109,149,117,148,302,328,298
1310,598264,Matt Barnes,1310,100.0,0.210,0.136,0.341,0.346,0.294,0.276,0.197,51,243,89.0,10.0,2336,90.8,91.01,209,579,728,0.2,6.41,110,150,117,148,286,321,292
1307,445926,Jesse Chavez,1307,100.0,0.267,0.195,0.311,0.463,0.335,0.342,0.277,82,307,87.7,12.9,2220,89.0,88.27,103,561,739,-0.7,5.75,108,152,111,148,294,322,301
1301,641482,Nestor Cortes Jr.,1301,100.0,0.281,0.213,0.321,0.494,0.357,0.351,0.279,75,267,87.6,17.4,2139,85.7,84.60,149,591,708,-1.1,5.54,106,153,116,148,295,324,288
1300,592773,Ryne Stanek,1300,100.0,0.214,0.168,0.266,0.382,0.296,0.316,0.225,61,285,89.2,17.5,2092,93.7,92.79,216,622,675,-0.9,5.76,108,156,115,148,298,326,297
1300,605130,Scott Barlow,1300,100.0,0.240,0.157,0.341,0.397,0.317,0.302,0.228,64,267,87.9,13.6,2381,87.3,88.24,203,600,696,0.9,6.62,111,151,120,141,302,325,303
1294,600917,Jose Leclerc,1294,100.0,0.209,0.165,0.313,0.373,0.308,0.267,0.175,52,249,85.7,17.4,2597,90.2,88.64,188,568,719,-1.6,5.33,109,153,114,148,293,323,300
1294,543521,Collin McHugh,1294,100.0,0.221,0.211,0.265,0.432,0.312,0.307,0.234,62,280,87.8,14.8,2581,83.9,83.47,158,563,725,-0.4,6.05,111,152,117,150,287,316,295
1287,607200,Erick Fedde,1287,100.0,0.276,0.174,0.288,0.451,0.343,0.374,0.307,81,293,87.9,5.9,1950,88.3,88.66,93,554,728,0.4,6.33,113,150,113,148,299,315,297
1285,543022,Tyler Chatwood,1285,100.0,0.232,0.121,0.286,0.354,0.305,0.321,0.263,65,280,87.3,4.8,2540,93.0,92.60,137,543,731,-0.4,5.96,113,150,111,152,296,322,296
1284,605151,Archie Bradley,1284,100.0,0.246,0.125,0.341,0.371,0.313,0.318,0.246,67,272,88.2,11.5,2124,91.8,91.95,139,581,695,0.2,6.33,111,153,119,151,302,328,304
1275,607625,Seth Lugo,1275,100.0,0.192,0.124,0.267,0.316,0.240,0.234,0.183,56,291,87.8,14.3,2473,89.6,88.96,156,586,682,-0.6,5.94,114,152,113,146,299,316,296
1274,596071,Dillon Peters,1274,100.0,0.290,0.280,0.302,0.570,0.386,0.361,0.285,85,293,89.0,13.3,2277,85.7,84.80,122,598,671,-0.9,5.65,111,148,116,146,295,318,288
1274,471911,Carlos Carrasco,1274,100.0,0.288,0.254,0.357,0.542,0.361,0.330,0.264,92,319,90.8,12.9,2321,89.2,89.38,205,657,613,0.2,6.21,110,153,116,148,290,311,286
1268,519393,Marcus Walden,1268,100.0,0.213,0.129,0.266,0.341,0.283,0.302,0.242,61,287,89.1,7.1,2274,90.3,91.17,180,613,644,0.9,6.57,109,150,115,148,284,321,291
1264,543135,Nathan Eovaldi,1264,100.0,0.276,0.234,0.316,0.510,0.371,0.332,0.240,72,261,90.6,11.0,2138,91.9,91.49,146,555,705,-0.4,6.00,110,152,117,150,285,321,293
1256,656546,Jeff Hoffman,1256,100.0,0.283,0.305,0.303,0.588,0.396,0.379,0.281,77,272,89.4,15.1,2386,87.7,87.56,126,580,667,-0.1,6.04,115,151,114,148,308,337,310
1255,623381,Thomas Pannone,1255,100.0,0.255,0.199,0.291,0.455,0.338,0.348,0.255,73,286,89.1,18.4,2219,85.1,84.58,149,588,660,-0.5,6.04,108,152,118,148,306,326,296
1254,592426,Luke Jackson,1254,100.0,0.266,0.136,0.388,0.402,0.314,0.268,0.209,76,286,87.9,2.0,2477,90.5,90.76,225,612,639,0.3,6.30,108,149,112,149,304,326,297
1251,489334,Craig Stammen,1251,100.0,0.251,0.182,0.284,0.433,0.302,0.281,0.239,80,319,86.7,5.5,2219,90.5,90.91,123,567,681,0.4,6.46,115,152,115,149,304,328,306
1244,519443,Brandon Workman,1244,100.0,0.123,0.043,0.211,0.166,0.209,0.255,0.173,29,235,87.5,8.7,2367,86.0,87.04,169,485,757,1.0,6.89,111,150,117,148,286,322,292
1240,608032,Carlos Estevez,1240,100.0,0.250,0.200,0.305,0.450,0.319,0.303,0.240,70,280,90.2,15.5,2264,94.8,94.86,189,616,621,0.1,6.03,114,152,119,148,309,335,308
1233,659275,Dinelson Lamet,1233,100.0,0.226,0.182,0.314,0.409,0.312,0.296,0.217,62,274,86.9,14.9,2516,91.4,90.37,181,568,652,-1.0,5.66,116,151,114,150,302,326,304
1232,612434,Miguel Castro,1232,100.0,0.232,0.154,0.269,0.386,0.306,0.294,0.216,63,272,87.1,9.7,2480,92.5,92.15,151,544,687,-0.3,6.13,106,151,117,145,301,325,296
1225,621142,Ty Buttrey,1225,100.0,0.247,0.129,0.323,0.376,0.301,0.309,0.249,69,279,90.0,13.4,2072,91.9,90.82,154,568,649,-1.1,5.65,114,151,114,148,294,317,292
1217,605154,John Brebbia,1217,100.0,0.216,0.117,0.293,0.333,0.274,0.274,0.210,59,273,87.8,23.9,2479,89.2,89.81,178,616,596,0.6,6.48,111,150,112,148,299,321,298
1217,543339,Daniel Hudson,1217,100.0,0.210,0.154,0.249,0.363,0.280,0.307,0.227,56,267,88.8,15.7,2501,93.5,93.02,138,601,607,-0.5,6.06,111,151,117,149,304,324,299
1216,433587,Felix Hernandez,1216,100.0,0.291,0.260,0.311,0.551,0.382,0.372,0.289,85,292,91.4,10.6,2170,84.6,84.19,114,524,683,-0.4,5.95,109,155,113,147,297,321,295
1210,593833,Wander Suero,1210,100.0,0.242,0.110,0.326,0.352,0.289,0.316,0.261,64,264,88.5,10.4,2480,90.8,90.75,177,602,603,0.0,6.07,113,149,112,148,300,314,296
1204,542882,Matt Andriese,1204,100.0,0.262,0.164,0.335,0.425,0.321,0.293,0.229,72,275,88.3,7.0,2333,88.7,87.67,143,566,630,-1.0,5.57,112,152,118,150,303,327,302
1194,571882,Derek Law,1194,100.0,0.256,0.181,0.321,0.437,0.346,0.329,0.250,61,238,88.5,8.2,2129,86.7,86.87,150,500,688,0.2,6.29,109,152,119,149,306,329,301
1188,543766,Bryan Shaw,1188,100.0,0.251,0.215,0.277,0.465,0.340,0.334,0.261,69,275,90.0,7.2,2378,90.1,88.86,138,545,634,-1.2,5.23,114,151,116,147,307,333,307
1184,518617,Jake Diekman,1184,100.0,0.215,0.101,0.319,0.316,0.305,0.300,0.206,49,228,87.3,8.7,2451,90.8,90.51,188,530,639,-0.3,6.07,108,147,115,144,299,323,300
1181,656794,Sean Newcomb,1181,100.0,0.236,0.139,0.282,0.375,0.302,0.302,0.237,61,259,86.9,11.0,2371,89.7,88.32,123,537,636,-1.4,5.48,109,151,112,149,306,324,294
1181,623352,Josh Hader,1181,100.0,0.155,0.211,0.232,0.366,0.250,0.232,0.155,41,265,90.4,26.7,2190,93.4,94.07,291,693,480,0.7,6.64,112,154,113,150,304,318,293
1175,664285,Framber Valdez,1175,100.0,0.267,0.152,0.319,0.419,0.345,0.323,0.253,74,277,89.5,-1.0,2429,88.1,87.15,133,510,659,-1.0,5.76,107,151,115,147,288,314,296
1166,543507,Trevor May,1166,100.0,0.184,0.132,0.233,0.316,0.258,0.284,0.202,43,234,87.5,18.2,2363,91.0,92.00,162,539,622,1.0,6.73,108,154,115,147,297,326,295
1162,593144,Richard Rodriguez,1162,100.0,0.252,0.182,0.280,0.434,0.318,0.301,0.237,65,258,89.8,16.8,2488,91.5,91.57,134,564,592,0.1,6.40,108,148,120,147,308,325,301
1159,570663,Hansel Robles,1159,100.0,0.221,0.111,0.283,0.332,0.256,0.269,0.225,58,262,88.2,14.8,2237,93.7,93.12,154,583,574,-0.6,5.88,112,150,114,148,292,317,292
1158,493603,Adam Ottavino,1158,100.0,0.198,0.110,0.286,0.308,0.278,0.271,0.184,47,237,85.1,15.0,2645,87.7,88.09,137,448,707,0.4,6.57,107,152,113,148,295,324,288
1157,571656,Buck Farmer,1157,100.0,0.247,0.175,0.310,0.422,0.316,0.314,0.245,62,251,88.4,9.0,2283,90.0,89.35,159,533,618,-0.7,5.83,109,148,114,148,297,330,290
1157,446321,Ross Detwiler,1157,100.0,0.305,0.266,0.304,0.571,0.393,0.385,0.303,86,282,89.6,9.6,2094,87.8,86.32,88,542,612,-1.5,5.25,108,150,114,146,295,319,293
1154,433589,Yusmeiro Petit,1154,100.0,0.194,0.167,0.214,0.361,0.243,0.271,0.216,57,294,86.6,20.5,2149,85.1,86.29,143,567,582,1.2,6.90,111,148,120,150,299,324,299
1151,612672,Wei-Yin Chen,1151,100.0,0.311,0.246,0.353,0.557,0.383,0.347,0.282,87,280,88.9,13.6,2177,85.9,85.72,117,580,560,-0.2,6.05,108,151,118,147,300,324,296
1149,642607,Dario Agrazal,1149,100.0,0.283,0.214,0.285,0.497,0.358,0.348,0.280,82,290,86.6,13.9,2180,88.8,88.05,84,523,612,-0.7,5.72,110,148,120,148,306,326,299
1145,592346,Chi Chi Gonzalez,1145,100.0,0.246,0.200,0.261,0.446,0.337,0.349,0.269,59,240,87.1,11.1,2371,89.4,88.51,102,497,644,-0.9,5.45,114,152,118,147,307,334,307
1144,606965,Chris Devenski,1144,100.0,0.256,0.215,0.298,0.470,0.331,0.306,0.239,69,270,87.8,19.2,2093,88.2,87.05,157,557,584,-1.1,5.55,111,153,120,150,289,316,297
1143,453172,Jared Hughes,1143,100.0,0.224,0.200,0.233,0.424,0.310,0.314,0.248,57,255,88.5,0.7,1881,89.7,89.58,122,540,598,-0.1,6.18,112,152,118,146,297,317,289
1142,657624,Josh James,1142,100.0,0.203,0.172,0.308,0.374,0.307,0.263,0.171,46,227,89.7,17.3,2362,93.1,92.62,189,516,619,-0.5,6.01,111,152,117,150,288,315,297
1142,607352,Joe Biagini,1142,100.0,0.281,0.233,0.318,0.514,0.363,0.358,0.285,71,253,88.1,9.1,2155,89.9,89.22,149,526,613,-0.7,5.85,111,153,119,149,301,323,297
1141,606149,Giovanny Gallegos,1141,100.0,0.170,0.151,0.222,0.320,0.233,0.253,0.188,44,259,88.4,19.7,2343,90.0,88.22,198,572,565,-1.8,5.30,113,151,111,149,297,322,298
1138,605452,Joe Ross,1138,100.0,0.291,0.157,0.351,0.449,0.359,0.354,0.269,74,254,86.8,9.3,2045,91.2,91.49,126,535,597,0.3,6.36,113,149,113,148,298,315,297
1136,458708,Josh Tomlin,1136,100.0,0.267,0.195,0.279,0.463,0.312,0.312,0.271,82,307,88.1,17.2,2435,85.6,84.34,115,579,554,-1.3,5.29,110,150,114,150,306,325,297
1133,434538,Francisco Liriano,1133,100.0,0.232,0.151,0.274,0.382,0.312,0.308,0.230,60,259,84.6,8.6,2027,89.6,89.58,163,535,588,0.0,6.15,109,149,117,146,308,324,296
1133,628452,Raisel Iglesias,1133,100.0,0.240,0.201,0.318,0.441,0.311,0.281,0.221,61,254,87.2,20.2,2292,90.5,89.69,188,553,574,-0.8,5.72,117,154,116,145,293,315,290
1132,542888,Shawn Armstrong,1132,100.0,0.282,0.167,0.349,0.449,0.350,0.343,0.259,66,234,87.6,20.3,2584,91.1,91.33,148,553,573,0.2,6.34,103,151,115,145,302,325,298
1126,593576,Hector Neris,1126,100.0,0.186,0.153,0.241,0.339,0.268,0.275,0.199,45,242,88.2,12.3,1843,89.6,89.02,210,545,572,-0.6,5.91,111,151,116,150,300,324,295
1124,598287,Noe Ramirez,1124,100.0,0.232,0.165,0.299,0.398,0.300,0.285,0.218,59,254,87.3,16.3,2346,83.2,81.94,158,509,609,-1.3,5.52,111,151,115,146,295,318,290
1119,650895,Diego Castillo,1119,100.0,0.230,0.144,0.302,0.374,0.294,0.262,0.196,59,257,87.1,8.0,2232,93.3,91.41,165,507,604,-1.9,5.18,109,154,114,147,292,324,297
1116,465657,Joakim Soria,1116,100.0,0.202,0.139,0.253,0.341,0.264,0.288,0.219,51,252,87.3,15.0,2347,88.4,88.39,155,538,575,0.0,6.25,112,150,122,151,303,326,300
1112,520980,Pedro Baez,1112,100.0,0.174,0.113,0.215,0.287,0.242,0.252,0.188,43,247,86.6,20.9,2122,91.1,91.01,182,569,532,-0.1,6.11,110,158,118,144,297,319,296
1110,642397,Gregory Soto,1110,100.0,0.308,0.188,0.344,0.496,0.376,0.375,0.298,74,240,90.5,8.1,2321,92.5,93.25,101,508,598,0.8,6.65,106,147,115,146,298,330,291
1109,518553,Steve Cishek,1109,100.0,0.210,0.118,0.246,0.328,0.287,0.313,0.228,48,229,84.5,11.4,2339,85.8,87.60,109,482,618,1.8,7.28,111,151,111,152,295,320,295
1107,607231,John Gant,1107,100.0,0.217,0.106,0.275,0.323,0.285,0.292,0.233,51,235,87.0,9.4,2302,90.4,90.29,143,521,585,-0.1,6.23,110,148,110,147,299,322,298
1101,623433,Nick Anderson,1101,100.0,0.214,0.160,0.349,0.374,0.273,0.259,0.197,52,243,89.6,20.1,2239,90.8,89.92,225,593,504,-0.9,5.79,110,156,119,148,301,326,301
1096,453178,Ian Kennedy,1096,100.0,0.261,0.102,0.349,0.363,0.294,0.277,0.225,64,245,87.6,13.4,2433,91.7,91.77,128,527,566,0.1,6.25,113,150,116,143,301,326,307
1092,571710,Mychal Givens,1092,100.0,0.213,0.213,0.271,0.426,0.307,0.303,0.220,49,230,88.6,14.4,2356,92.5,92.38,187,546,542,-0.1,6.17,107,153,116,146,299,324,296
1076,643316,Paul Fry,1076,100.0,0.247,0.155,0.299,0.402,0.329,0.314,0.241,54,219,87.2,2.2,2550,87.5,87.12,117,452,615,-0.4,5.95,106,153,114,147,298,325,299
1076,457915,Javy Guerra,1076,100.0,0.251,0.176,0.284,0.427,0.305,0.312,0.255,67,267,88.7,16.9,2061,89.1,88.06,107,571,501,-1.0,5.61,114,151,118,148,303,315,296
1075,641941,Emilio Pagan,1075,100.0,0.179,0.190,0.228,0.369,0.248,0.221,0.174,45,252,89.3,21.2,2436,92.3,92.65,207,589,483,0.4,6.53,110,166,120,148,295,325,301
1075,448281,Sean Doolittle,1075,100.0,0.260,0.202,0.315,0.463,0.325,0.305,0.236,63,242,90.1,23.8,2219,92.1,91.84,149,634,437,-0.3,6.03,112,151,113,148,306,320,297
1073,621242,Edwin Diaz,1073,100.0,0.258,0.244,0.381,0.502,0.348,0.277,0.207,58,225,89.7,15.7,2370,94.7,95.47,209,552,514,0.8,6.67,115,149,112,145,298,319,298
1072,607229,Robert Gsellman,1072,100.0,0.261,0.167,0.317,0.429,0.329,0.294,0.239,64,245,85.3,11.8,2284,91.6,90.73,133,504,557,-0.9,5.76,114,151,111,147,299,319,296
1068,445276,Kenley Jansen,1068,100.0,0.213,0.171,0.273,0.383,0.280,0.266,0.211,51,240,84.6,18.4,2506,90.7,92.39,184,568,492,1.7,7.04,114,158,115,146,294,318,296
1068,453343,Mark Melancon,1068,100.0,0.270,0.087,0.349,0.357,0.294,0.286,0.257,71,263,88.7,3.0,2444,88.6,88.23,124,481,584,-0.4,6.03,108,149,113,147,302,326,296
1065,573124,Taylor Rogers,1065,100.0,0.225,0.128,0.313,0.353,0.269,0.258,0.207,58,258,86.6,6.2,2304,88.3,87.32,125,482,577,-1.0,5.62,107,153,114,145,298,326,293
1061,543045,Adam Conley,1061,100.0,0.308,0.215,0.357,0.522,0.379,0.337,0.270,76,247,87.2,16.0,2242,91.6,91.16,125,538,515,-0.4,6.13,106,153,118,146,300,322,297
1056,641729,Joe Jimenez,1056,100.0,0.243,0.230,0.319,0.474,0.338,0.303,0.215,56,230,88.1,21.8,2452,92.4,92.44,166,526,522,0.0,6.34,111,150,115,149,301,333,296
1054,605240,Jace Fry,1054,100.0,0.218,0.153,0.289,0.371,0.324,0.330,0.234,44,202,88.4,4.3,2444,87.3,85.58,155,424,625,-1.7,5.13,109,149,112,147,290,318,296
1053,592612,Josh Osich,1053,100.0,0.242,0.227,0.260,0.469,0.315,0.311,0.253,62,256,87.8,9.7,2260,88.6,87.74,141,510,541,-0.9,5.58,112,151,116,148,291,320,296
1053,596133,Luke Weaver,1053,100.0,0.227,0.140,0.292,0.368,0.277,0.306,0.253,55,242,89.3,14.0,2105,89.5,88.85,127,489,554,-0.7,5.78,112,153,116,152,299,330,304
1053,472610,Luis Garcia,1053,100.0,0.257,0.186,0.284,0.443,0.346,0.349,0.269,61,237,87.8,9.4,1955,91.0,91.07,140,471,571,0.1,6.19,111,148,114,147,294,317,291
1052,594986,Kyle Ryan,1052,100.0,0.243,0.097,0.301,0.341,0.294,0.297,0.241,55,226,88.6,5.9,2130,87.4,87.27,107,453,594,-0.1,6.07,110,150,110,150,295,321,296
1048,596043,Daniel Mengden,1048,100.0,0.254,0.168,0.283,0.422,0.325,0.331,0.263,59,232,88.9,18.7,2195,86.7,86.81,68,449,597,0.1,6.27,111,149,118,151,298,323,299
1044,606131,Luis Perdomo,1044,100.0,0.252,0.120,0.296,0.372,0.292,0.308,0.264,69,274,89.4,4.8,1994,90.9,90.08,100,504,533,-0.8,5.66,114,151,115,148,305,328,306
1043,519293,Will Smith,1043,100.0,0.196,0.162,0.277,0.357,0.264,0.265,0.207,46,235,88.9,13.5,2242,86.4,85.92,170,495,544,-0.5,5.86,109,150,114,146,305,332,302
1041,544727,Jeurys Familia,1041,100.0,0.274,0.164,0.350,0.438,0.359,0.330,0.247,62,226,86.7,8.1,2171,93.6,92.44,124,433,599,-1.2,5.57,111,149,111,145,295,314,293
1039,607481,Aaron Bummer,1039,100.0,0.184,0.068,0.229,0.252,0.237,0.256,0.206,43,234,88.8,-3.4,2075,93.6,93.32,119,489,545,-0.3,5.94,109,148,111,146,292,319,297
1038,606625,Reyes Moronta,1038,100.0,0.197,0.101,0.274,0.298,0.276,0.296,0.197,41,208,87.2,18.1,2425,91.9,91.64,130,438,586,-0.3,5.96,108,148,113,147,301,327,295
1030,518452,Chad Bettis,1030,100.0,0.301,0.197,0.329,0.498,0.365,0.322,0.271,78,259,89.6,2.2,1927,88.5,88.45,100,478,543,-0.1,5.92,111,152,114,147,307,333,306
1028,596112,Robert Stephenson,1028,100.0,0.182,0.195,0.231,0.377,0.265,0.250,0.194,43,236,86.7,18.8,2584,88.4,87.92,201,512,513,-0.5,5.71,116,153,118,145,293,313,289
1027,592468,Nick Kingham,1027,100.0,0.341,0.258,0.390,0.598,0.420,0.357,0.285,78,229,86.6,12.9,2260,88.0,87.22,97,484,536,-0.8,5.69,110,150,120,148,304,324,301
1026,592454,Tommy Kahnle,1026,100.0,0.200,0.164,0.279,0.364,0.275,0.262,0.201,45,225,88.0,5.8,1871,92.6,93.13,191,526,496,0.5,6.55,109,152,115,149,294,323,289
1023,595014,Blake Treinen,1023,100.0,0.257,0.159,0.308,0.416,0.339,0.334,0.252,58,226,87.1,12.0,2380,94.9,93.19,135,506,515,-1.7,5.28,109,147,117,148,300,324,299
1022,656685,Brett Martin,1022,100.0,0.280,0.136,0.340,0.416,0.318,0.320,0.269,72,257,89.8,6.6,2295,89.1,89.06,145,522,491,0.0,6.18,108,152,114,147,293,321,299
1021,489446,Kirby Yates,1021,100.0,0.186,0.077,0.328,0.262,0.230,0.224,0.171,41,221,86.5,11.1,1925,90.4,89.17,174,503,507,-1.2,5.58,117,152,115,151,302,326,306
1021,592135,Cam Bedrosian,1021,100.0,0.207,0.129,0.253,0.336,0.273,0.301,0.229,48,232,88.7,10.6,2497,87.9,87.22,135,448,565,-0.7,5.80,112,150,114,148,293,318,293
1020,453284,Blake Parker,1020,100.0,0.235,0.204,0.267,0.438,0.319,0.349,0.271,53,226,88.0,14.2,1819,85.1,85.71,122,446,569,0.6,6.60,109,152,116,148,298,324,294
1019,592229,Dylan Covey,1019,100.0,0.306,0.200,0.326,0.506,0.376,0.401,0.331,75,245,88.7,10.3,1993,90.8,90.18,83,462,553,-0.6,5.70,108,150,113,148,295,322,297
1016,593140,Michael Feliz,1016,100.0,0.212,0.202,0.264,0.413,0.309,0.295,0.205,44,208,86.6,17.7,2296,91.8,92.05,138,476,535,0.3,6.35,110,148,121,148,306,325,300
1016,605155,Colten Brewer,1016,100.0,0.277,0.150,0.335,0.427,0.347,0.327,0.257,59,213,88.2,5.9,2595,87.7,86.50,120,432,580,-1.2,5.60,108,148,116,147,284,321,291
1005,458006,Matt Albers,1005,100.0,0.239,0.158,0.283,0.396,0.314,0.309,0.237,53,222,86.3,6.9,2095,88.7,88.94,100,415,581,0.2,6.27,109,154,113,149,302,319,294
999,518774,Matt Harvey,999,100.0,0.275,0.253,0.276,0.528,0.372,0.390,0.307,63,229,90.3,12.2,2248,89.0,87.92,94,446,547,-1.1,5.59,110,153,113,148,296,318,295
998,554340,Yimi Garcia,998,100.0,0.178,0.249,0.172,0.427,0.280,0.257,0.183,40,225,86.6,22.5,2623,89.1,88.37,127,475,511,-0.7,5.68,114,157,119,145,297,318,293
997,542960,Brad Brach,997,100.0,0.278,0.127,0.366,0.405,0.335,0.318,0.258,57,205,88.0,14.3,2195,90.6,89.50,130,477,516,-1.1,5.53,114,151,113,150,297,319,295
995,489265,Sergio Romo,995,100.0,0.221,0.150,0.264,0.372,0.274,0.273,0.214,50,226,84.6,19.3,2552,80.0,79.39,147,485,507,-0.6,5.96,110,159,116,147,299,328,305
994,444468,Hector Rondon,994,100.0,0.242,0.199,0.264,0.442,0.323,0.298,0.230,56,231,86.8,7.8,2146,92.9,92.69,107,472,516,-0.2,6.14,110,153,118,149,290,317,297
989,547973,Aroldis Chapman,989,100.0,0.185,0.078,0.292,0.263,0.244,0.260,0.196,38,205,85.9,11.7,2492,94.2,94.75,147,466,521,0.5,6.55,106,151,113,148,296,323,287
987,642152,Lou Trivino,987,100.0,0.265,0.161,0.320,0.426,0.336,0.296,0.230,61,230,85.5,14.5,2249,93.3,93.11,134,476,507,-0.2,6.07,110,147,118,150,299,323,299
984,501625,Jose Alvarez,984,100.0,0.284,0.147,0.330,0.431,0.323,0.303,0.261,66,232,85.8,7.7,2264,87.4,87.53,116,507,471,0.1,6.34,109,150,117,149,297,322,294
981,584171,Hector Velazquez,981,100.0,0.274,0.184,0.321,0.458,0.351,0.344,0.264,58,212,88.1,15.6,1920,88.1,88.62,106,445,529,0.5,6.45,112,149,117,148,284,321,293
980,608648,Tyler Duffey,980,100.0,0.202,0.138,0.279,0.339,0.257,0.260,0.203,44,218,88.3,13.7,2404,88.6,88.42,164,495,480,-0.2,6.16,109,152,115,145,298,325,295
978,607237,Amir Garrett,978,100.0,0.213,0.145,0.303,0.357,0.310,0.291,0.204,44,207,87.3,4.8,1936,89.8,89.89,166,429,542,0.1,6.38,115,152,117,146,292,315,289
978,592222,Alex Claudio,978,100.0,0.246,0.177,0.268,0.422,0.321,0.305,0.243,57,232,84.8,2.5,2094,79.6,78.28,109,446,516,-1.3,5.55,110,152,111,150,300,316,296
978,518489,Ryan Brasier,978,100.0,0.238,0.173,0.286,0.411,0.309,0.338,0.261,51,214,88.5,16.1,2318,91.8,92.52,160,516,459,0.7,6.55,109,151,117,149,287,323,294
975,621295,Nick Wittgren,975,100.0,0.218,0.190,0.253,0.407,0.288,0.323,0.256,47,216,92.0,15.6,2184,89.7,90.32,106,455,519,0.6,6.57,111,153,118,150,290,314,289
975,517008,Alex Colome,975,100.0,0.191,0.159,0.217,0.350,0.264,0.327,0.244,42,220,90.7,9.8,2143,91.5,91.13,141,484,488,-0.4,5.95,112,150,113,148,294,322,295
975,595191,Jerad Eickhoff,975,100.0,0.261,0.302,0.261,0.563,0.369,0.348,0.253,58,222,87.8,15.2,2562,83.1,82.74,115,435,531,-0.4,6.02,112,152,117,150,301,325,295
972,453192,Andrew Miller,972,100.0,0.225,0.175,0.283,0.400,0.324,0.308,0.213,45,200,87.7,16.8,2398,86.3,86.91,131,426,537,0.6,6.49,110,148,109,148,299,324,301
971,657024,Erik Swanson,971,100.0,0.243,0.274,0.241,0.517,0.333,0.343,0.265,56,230,90.8,16.3,2172,90.4,90.85,107,472,496,0.5,6.50,108,153,114,147,293,321,294
966,573185,Dan Straily,966,100.0,0.349,0.397,0.325,0.746,0.471,0.450,0.339,73,209,91.4,21.6,2255,86.9,86.47,80,434,526,-0.4,5.99,106,151,118,148,306,331,303
966,448179,Rich Hill,966,100.0,0.223,0.172,0.284,0.395,0.295,0.269,0.213,48,215,84.6,8.5,2665,82.7,82.00,119,458,499,-0.7,5.95,112,156,113,145,294,313,291
963,453329,Clay Buchholz,963,100.0,0.306,0.260,0.321,0.566,0.383,0.376,0.299,72,235,86.6,10.4,2155,83.0,82.81,93,454,506,-0.2,6.13,111,153,114,150,302,322,300
961,532077,Roberto Osuna,961,100.0,0.190,0.131,0.236,0.321,0.240,0.257,0.209,45,237,86.0,13.5,2374,92.1,91.62,174,517,440,-0.5,5.99,111,154,116,150,294,321,301
959,553878,Felipe Vazquez,959,100.0,0.197,0.119,0.306,0.317,0.250,0.262,0.207,43,218,86.9,13.9,2610,93.4,92.42,140,482,473,-1.0,5.61,110,149,118,147,310,328,298
959,572362,Robbie Erlin,959,100.0,0.312,0.126,0.375,0.437,0.339,0.332,0.285,72,231,87.4,9.3,2271,86.0,85.42,109,459,499,-0.6,5.94,111,150,116,147,303,326,306
958,676606,Nick Margevicius,958,100.0,0.307,0.239,0.332,0.546,0.384,0.362,0.294,73,238,87.1,8.9,2055,83.2,83.00,100,437,514,-0.2,6.05,113,153,112,149,306,328,305
949,572888,Shane Greene,949,100.0,0.200,0.135,0.239,0.335,0.260,0.307,0.239,46,230,89.0,12.8,2355,88.4,86.97,114,434,509,-1.4,5.32,110,151,114,149,303,331,298
948,544365,Manny Banuelos,948,100.0,0.303,0.227,0.333,0.530,0.392,0.367,0.282,60,198,87.9,15.1,2122,87.5,86.82,99,405,538,-0.7,5.87,108,149,110,146,292,316,296
946,543272,Brad Hand,946,100.0,0.242,0.142,0.364,0.384,0.295,0.285,0.227,53,219,87.7,20.2,2445,86.4,84.15,138,449,493,-2.2,4.90,106,150,113,148,289,312,288
945,572403,Drew VerHagen,945,100.0,0.304,0.200,0.357,0.504,0.374,0.330,0.264,70,230,89.1,8.8,2289,88.2,87.81,96,420,518,-0.4,5.95,109,149,114,148,298,326,292
941,543118,Oliver Drake,941,100.0,0.181,0.176,0.225,0.357,0.264,0.278,0.210,36,199,88.5,7.5,1581,87.8,88.06,167,463,475,0.3,6.44,109,157,116,148,296,325,299
941,461872,Anthony Swarzak,941,100.0,0.251,0.203,0.280,0.454,0.336,0.329,0.250,52,207,88.8,11.9,2372,89.1,88.70,117,415,525,-0.4,5.88,109,151,112,149,303,323,297
937,461325,Tyler Clippard,937,100.0,0.176,0.181,0.207,0.356,0.263,0.264,0.186,38,216,85.0,21.9,2101,83.9,83.44,135,472,455,-0.5,6.01,111,153,117,150,288,313,290
935,501789,Will Harris,935,100.0,0.196,0.098,0.247,0.294,0.238,0.269,0.221,42,214,87.2,4.0,2631,87.1,86.91,117,394,539,-0.2,6.20,112,154,116,150,289,317,299
