,pitch_type,game_date,batter,release_speed,zone,stand,home_team,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
6310,CU,2017-09-30,624428,76.8,4.0,L,WSH,0,0,0,0,1,,2449.0,7,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
6311,FF,2017-09-30,624428,94.2,11.0,L,WSH,0,0,0,0,1,,2466.0,6,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
6312,FC,2017-09-30,624428,87.3,3.0,L,WSH,0,0,0,0,1,,2278.0,5,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
6313,FF,2017-09-30,624428,93.0,1.0,L,WSH,0,0,0,0,1,,2451.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
6314,CU,2017-09-30,624428,76.5,9.0,L,WSH,0,0,0,0,1,,2473.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
6315,FF,2017-09-30,624428,92.3,12.0,L,WSH,0,0,0,0,1,,2422.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
6316,FF,2017-09-30,624428,92.1,2.0,L,WSH,0,0,0,0,1,,2475.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
6317,FF,2017-09-24,518595,91.6,2.0,R,NYM,0,0,1,2,6,,2483.0,1,1,3,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
6318,CH,2017-09-24,607043,83.4,11.0,L,NYM,0,0,0,2,6,,1543.0,5,1,3,Standard,Standard,0,3_1,fb:0_sb:0_tb:0
6319,FF,2017-09-24,607043,93.8,11.0,L,NYM,0,0,0,2,6,,2486.0,4,1,3,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
6320,CH,2017-09-24,607043,83.9,8.0,L,NYM,0,0,0,2,6,,1497.0,3,1,3,Standard,Standard,0,2_0,fb:0_sb:0_tb:0
6321,CH,2017-09-24,607043,82.8,14.0,L,NYM,0,0,0,2,6,,1423.0,2,1,3,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
6322,CU,2017-09-24,607043,73.5,11.0,L,NYM,0,0,0,2,6,,2442.0,1,1,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6323,CH,2017-09-24,408314,84.3,8.0,L,NYM,0,0,0,1,6,,1666.0,5,1,3,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6324,CH,2017-09-24,408314,82.1,14.0,L,NYM,0,0,0,1,6,,1547.0,4,1,3,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6325,FC,2017-09-24,408314,86.0,9.0,L,NYM,0,0,0,1,6,,2481.0,3,1,3,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6326,FF,2017-09-24,408314,92.3,3.0,L,NYM,0,0,0,1,6,,2489.0,2,1,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6327,CH,2017-09-24,408314,83.1,7.0,L,NYM,0,0,0,1,6,,1499.0,1,1,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6328,FF,2017-09-24,493114,91.4,5.0,L,NYM,0,0,0,0,6,,2473.0,3,1,3,Standard,Standard,0,2_0,fb:0_sb:0_tb:0
6329,FF,2017-09-24,493114,92.2,14.0,L,NYM,0,0,0,0,6,,2563.0,2,1,3,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
6330,CU,2017-09-24,493114,74.9,11.0,L,NYM,0,0,0,0,6,,2515.0,1,1,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6331,FF,2017-09-24,594798,92.5,12.0,L,NYM,0,1,0,2,5,,2537.0,1,1,3,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
6332,SL,2017-09-24,501571,85.2,14.0,R,NYM,0,1,0,1,5,,2292.0,4,1,3,Standard,Standard,0,0_2,fb:0_sb:1_tb:0
6333,CH,2017-09-24,501571,84.7,9.0,R,NYM,0,1,0,1,5,,1438.0,3,1,3,Standard,Standard,0,0_2,fb:0_sb:1_tb:0
6334,FF,2017-09-24,501571,93.1,2.0,R,NYM,0,1,0,1,5,,2454.0,2,1,3,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
6335,SL,2017-09-24,501571,81.9,4.0,R,NYM,0,1,0,1,5,,2366.0,1,1,3,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
6336,FF,2017-09-24,642708,93.2,5.0,R,NYM,0,0,0,1,5,,2424.0,6,1,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6337,SL,2017-09-24,642708,85.5,6.0,R,NYM,0,0,0,1,5,,2403.0,5,1,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6338,FF,2017-09-24,642708,95.0,14.0,R,NYM,0,0,0,1,5,,2616.0,4,1,3,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6339,SL,2017-09-24,642708,85.9,9.0,R,NYM,0,0,0,1,5,,2433.0,3,1,3,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6340,SL,2017-09-24,642708,84.9,14.0,R,NYM,0,0,0,1,5,,2285.0,2,1,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6341,SL,2017-09-24,642708,84.1,9.0,R,NYM,0,0,0,1,5,,2378.0,1,1,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6342,CH,2017-09-24,595943,83.7,14.0,R,NYM,0,0,0,0,5,,1635.0,4,1,3,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6343,SL,2017-09-24,595943,84.1,14.0,R,NYM,0,0,0,0,5,,2566.0,3,1,3,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6344,SL,2017-09-24,595943,84.0,3.0,R,NYM,0,0,0,0,5,,2442.0,2,1,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6345,FF,2017-09-24,595943,92.7,2.0,R,NYM,0,0,0,0,5,,2561.0,1,1,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6346,FF,2017-09-24,642086,94.4,2.0,L,NYM,1,0,0,2,4,,2340.0,5,1,2,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:1
6347,FC,2017-09-24,642086,88.3,12.0,L,NYM,1,0,0,2,4,,2242.0,4,1,2,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:1
6348,FF,2017-09-24,642086,95.0,11.0,L,NYM,1,0,0,2,4,,2349.0,3,1,2,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:1
6349,CU,2017-09-24,642086,77.1,6.0,L,NYM,1,0,0,2,4,,2589.0,2,1,2,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:1
6350,FF,2017-09-24,642086,92.5,14.0,L,NYM,0,1,0,2,4,,2405.0,1,1,2,Infield shift,Standard,0,0_0,fb:0_sb:1_tb:0
6351,FF,2017-09-24,518595,94.4,8.0,R,NYM,0,1,0,1,4,,2476.0,4,1,2,Standard,Standard,0,1_2,fb:0_sb:1_tb:0
6352,CH,2017-09-24,518595,84.5,6.0,R,NYM,0,1,0,1,4,,1633.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
6353,CH,2017-09-24,518595,82.8,11.0,R,NYM,0,1,0,1,4,,1584.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
6354,FF,2017-09-24,518595,92.9,11.0,R,NYM,0,1,0,1,4,,2287.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
6355,FC,2017-09-24,607043,87.0,9.0,L,NYM,0,0,1,0,4,,2337.0,6,1,2,Standard,Standard,0,3_2,fb:1_sb:0_tb:0
6356,FF,2017-09-24,607043,91.2,4.0,L,NYM,0,0,1,0,4,,2361.0,5,1,2,Standard,Standard,0,3_1,fb:1_sb:0_tb:0
6357,FC,2017-09-24,607043,85.3,12.0,L,NYM,0,0,1,0,4,,2265.0,4,1,2,Standard,Standard,0,2_1,fb:1_sb:0_tb:0
6358,CH,2017-09-24,607043,83.3,1.0,L,NYM,0,0,1,0,4,,1545.0,3,1,2,Standard,Standard,0,2_0,fb:1_sb:0_tb:0
6359,FC,2017-09-24,607043,86.4,14.0,L,NYM,0,0,1,0,4,,2334.0,2,1,2,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
6360,CH,2017-09-24,607043,82.5,11.0,L,NYM,0,0,1,0,4,,1607.0,1,1,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
6361,CU,2017-09-24,408314,76.0,13.0,L,NYM,0,0,0,0,4,,2595.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6362,FF,2017-09-24,408314,93.5,1.0,L,NYM,0,0,0,0,4,,2554.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6363,CH,2017-09-24,493114,82.5,4.0,L,NYM,0,0,0,2,3,,1388.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6364,CU,2017-09-24,493114,74.3,5.0,L,NYM,0,0,0,2,3,,2534.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6365,FF,2017-09-24,594798,92.9,3.0,L,NYM,0,0,0,1,3,,2492.0,3,1,2,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6366,CH,2017-09-24,594798,84.2,11.0,L,NYM,0,0,0,1,3,,1489.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6367,FF,2017-09-24,594798,93.3,6.0,L,NYM,0,0,0,1,3,,2521.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6368,SL,2017-09-24,501571,84.3,14.0,R,NYM,0,0,0,0,3,,2457.0,4,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6369,FF,2017-09-24,501571,93.7,5.0,R,NYM,0,0,0,0,3,,2550.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6370,SL,2017-09-24,501571,84.2,6.0,R,NYM,0,0,0,0,3,,2410.0,2,1,2,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
6371,FF,2017-09-24,501571,93.0,11.0,R,NYM,0,0,0,0,3,,2388.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6372,CH,2017-09-24,642708,82.5,13.0,R,NYM,0,0,0,2,2,,1406.0,4,1,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6373,FF,2017-09-24,642708,94.0,5.0,R,NYM,0,0,0,2,2,,2592.0,3,1,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6374,SL,2017-09-24,642708,85.0,14.0,R,NYM,0,0,0,2,2,,2318.0,2,1,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6375,FF,2017-09-24,642708,91.9,9.0,R,NYM,0,0,0,2,2,,2446.0,1,1,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6376,FF,2017-09-24,595943,92.1,5.0,R,NYM,0,0,0,1,2,,2423.0,1,1,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6377,CH,2017-09-24,642086,84.9,8.0,L,NYM,0,0,0,0,2,,1552.0,7,1,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
6378,FF,2017-09-24,642086,93.4,11.0,L,NYM,0,0,0,0,2,,2574.0,6,1,0,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
6379,FC,2017-09-24,642086,87.6,6.0,L,NYM,0,0,0,0,2,,2456.0,5,1,0,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
6380,FF,2017-09-24,642086,93.3,1.0,L,NYM,0,0,0,0,2,,2558.0,4,1,0,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
6381,FF,2017-09-24,642086,93.3,13.0,L,NYM,0,0,0,0,2,,2493.0,3,1,0,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
6382,CH,2017-09-24,642086,82.7,8.0,L,NYM,0,0,0,0,2,,1525.0,2,1,0,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
6383,FF,2017-09-24,642086,92.1,11.0,L,NYM,0,0,0,0,2,,2439.0,1,1,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
6384,CH,2017-09-24,518595,85.4,2.0,R,NYM,0,0,0,2,1,,2243.0,5,1,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6385,CH,2017-09-24,518595,83.8,11.0,R,NYM,0,0,0,2,1,,1452.0,4,1,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6386,FF,2017-09-24,518595,93.8,2.0,R,NYM,0,0,0,2,1,,2404.0,3,1,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6387,SL,2017-09-24,518595,85.0,6.0,R,NYM,0,0,0,2,1,,2382.0,2,1,0,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
6388,SL,2017-09-24,518595,85.1,14.0,R,NYM,0,0,0,2,1,,2360.0,1,1,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6389,FF,2017-09-24,607043,92.0,9.0,L,NYM,0,0,0,2,1,,2414.0,3,0,0,Standard,Standard,0,2_0,fb:0_sb:0_tb:0
6390,CU,2017-09-24,607043,74.1,11.0,L,NYM,0,0,0,2,1,,2518.0,2,0,0,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
6391,FF,2017-09-24,607043,92.1,14.0,L,NYM,0,0,0,2,1,,2411.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6392,FF,2017-09-24,408314,92.5,2.0,L,NYM,0,0,0,1,1,,2464.0,4,0,0,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6393,FF,2017-09-24,408314,92.7,12.0,L,NYM,0,0,0,1,1,,2423.0,3,0,0,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6394,FC,2017-09-24,408314,86.1,14.0,L,NYM,0,0,0,1,1,,2341.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6395,FF,2017-09-24,408314,91.6,4.0,L,NYM,0,0,0,1,1,,2373.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6396,FF,2017-09-24,493114,92.1,11.0,L,NYM,0,0,0,0,1,,2389.0,8,0,0,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
6397,FF,2017-09-24,493114,92.6,12.0,L,NYM,0,0,0,0,1,,2563.0,7,0,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6398,FC,2017-09-24,493114,87.0,13.0,L,NYM,0,0,0,0,1,,2515.0,6,0,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6399,FC,2017-09-24,493114,86.9,14.0,L,NYM,0,0,0,0,1,,2504.0,5,0,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6400,CH,2017-09-24,493114,83.0,11.0,L,NYM,0,0,0,0,1,,1421.0,4,0,0,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
6401,FF,2017-09-24,493114,92.0,14.0,L,NYM,0,0,0,0,1,,2544.0,3,0,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6402,FF,2017-09-24,493114,92.2,3.0,L,NYM,0,0,0,0,1,,2505.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6403,FF,2017-09-24,493114,90.8,4.0,L,NYM,0,0,0,0,1,,2467.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6404,FC,2017-09-19,622666,87.4,14.0,L,ATL,0,0,0,2,7,,2509.0,6,2,4,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6405,FF,2017-09-19,622666,95.8,8.0,L,ATL,0,0,0,2,7,,2620.0,5,2,4,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6406,FF,2017-09-19,622666,95.0,4.0,L,ATL,0,0,0,2,7,,2591.0,4,2,4,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
6407,FC,2017-09-19,622666,87.2,14.0,L,ATL,0,0,0,2,7,,2528.0,3,2,4,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6408,FF,2017-09-19,622666,94.6,14.0,L,ATL,0,0,0,2,7,,2556.0,2,2,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6409,CU,2017-09-19,622666,78.0,8.0,L,ATL,0,0,0,2,7,,2622.0,1,2,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6410,SL,2017-09-19,621020,85.2,14.0,R,ATL,0,0,0,1,7,,2659.0,5,2,4,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6411,SL,2017-09-19,621020,87.1,14.0,R,ATL,0,0,0,1,7,,2603.0,4,2,4,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6412,FF,2017-09-19,621020,95.2,14.0,R,ATL,0,0,0,1,7,,2588.0,3,2,4,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6413,FF,2017-09-19,621020,94.9,14.0,R,ATL,0,0,0,1,7,,2612.0,2,2,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6414,FF,2017-09-19,621020,94.0,14.0,R,ATL,0,0,0,1,7,,2491.0,1,2,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6415,FF,2017-09-19,572669,93.9,12.0,R,ATL,0,0,0,0,7,,2636.0,4,2,4,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6416,CH,2017-09-19,572669,87.5,14.0,R,ATL,0,0,0,0,7,,2518.0,3,2,4,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6417,CH,2017-09-19,572669,83.9,5.0,R,ATL,0,0,0,0,7,,1415.0,2,2,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6418,FF,2017-09-19,572669,94.0,1.0,R,ATL,0,0,0,0,7,,2617.0,1,2,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6419,FC,2017-09-19,547004,86.6,14.0,L,ATL,0,0,1,2,6,,2340.0,1,2,3,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
6420,CH,2017-09-19,435559,85.0,5.0,R,ATL,0,0,0,2,6,,2363.0,1,2,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6421,CU,2017-09-19,455976,79.6,6.0,L,ATL,0,0,0,1,6,,,3,2,3,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6422,FF,2017-09-19,455976,93.7,4.0,L,ATL,0,0,0,1,6,,2584.0,2,2,3,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
6423,CU,2017-09-19,455976,79.7,14.0,L,ATL,0,0,0,1,6,,2497.0,1,2,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6424,FF,2017-09-19,518692,92.5,2.0,L,ATL,0,0,0,0,6,,2579.0,3,2,3,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
6425,CH,2017-09-19,518692,82.5,13.0,L,ATL,0,0,0,0,6,,1501.0,2,2,3,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
6426,FF,2017-09-19,518692,93.5,4.0,L,ATL,0,0,0,0,6,,2662.0,1,2,3,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
6427,FC,2017-09-19,645277,87.3,5.0,L,ATL,1,0,0,2,5,,2284.0,5,2,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:1
6428,FF,2017-09-19,645277,93.2,14.0,L,ATL,1,0,0,2,5,,2513.0,4,2,3,Standard,Standard,0,2_1,fb:0_sb:0_tb:1
6429,FF,2017-09-19,645277,92.8,1.0,L,ATL,1,0,0,2,5,,2460.0,3,2,3,Standard,Standard,0,2_0,fb:0_sb:0_tb:1
6430,FF,2017-09-19,645277,93.6,11.0,L,ATL,1,0,0,2,5,,2417.0,2,2,3,Standard,Standard,0,1_0,fb:0_sb:0_tb:1
6431,CU,2017-09-19,645277,78.3,14.0,L,ATL,1,0,0,2,5,,2550.0,1,2,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:1
6432,FC,2017-09-19,607054,87.8,12.0,L,ATL,1,0,0,1,5,,2491.0,4,2,3,Strategic,Standard,0,1_2,fb:0_sb:0_tb:1
6433,FC,2017-09-19,607054,87.3,14.0,L,ATL,1,0,0,1,5,,2399.0,3,2,3,Strategic,Standard,0,1_1,fb:0_sb:0_tb:1
6434,FF,2017-09-19,607054,93.4,11.0,L,ATL,1,0,0,1,5,,2542.0,2,2,3,Strategic,Standard,0,1_0,fb:0_sb:0_tb:1
6435,FF,2017-09-19,607054,93.4,11.0,L,ATL,1,0,0,1,5,,2553.0,1,2,3,Strategic,Standard,0,0_0,fb:0_sb:0_tb:1
6436,FF,2017-09-19,627894,91.9,3.0,L,ATL,0,1,0,0,5,,2446.0,3,2,3,Strategic,Standard,0,0_2,fb:0_sb:1_tb:0
6437,FF,2017-09-19,627894,91.3,8.0,L,ATL,0,1,0,0,5,,2446.0,2,2,3,Strategic,Standard,0,0_1,fb:0_sb:1_tb:0
6438,FF,2017-09-19,627894,89.9,11.0,L,ATL,0,1,0,0,5,,2457.0,1,2,3,Strategic,Standard,0,0_0,fb:0_sb:1_tb:0
6439,FF,2017-09-19,621020,93.0,1.0,R,ATL,0,1,0,0,5,,2708.0,5,1,3,Standard,Standard,0,2_2,fb:0_sb:1_tb:0
6440,SL,2017-09-19,621020,84.7,7.0,R,ATL,0,1,0,0,5,,2403.0,4,1,3,Standard,Standard,0,2_1,fb:0_sb:1_tb:0
6441,FF,2017-09-19,621020,92.0,8.0,R,ATL,0,1,0,0,5,,2572.0,3,1,3,Standard,Standard,0,2_0,fb:0_sb:1_tb:0
6442,SL,2017-09-19,621020,83.5,14.0,R,ATL,0,0,1,0,5,,2490.0,2,1,3,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
6443,SL,2017-09-19,621020,83.0,14.0,R,ATL,0,0,1,0,5,,2471.0,1,1,3,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
6444,CH,2017-09-19,572669,83.8,14.0,R,ATL,0,0,0,0,5,,1278.0,6,1,3,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
6445,CH,2017-09-19,572669,82.0,13.0,R,ATL,0,0,0,0,5,,1389.0,5,1,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
6446,SL,2017-09-19,572669,81.7,14.0,R,ATL,0,0,0,0,5,,2563.0,4,1,3,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6447,FF,2017-09-19,572669,93.2,3.0,R,ATL,0,0,0,0,5,,2671.0,3,1,3,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6448,FF,2017-09-19,572669,93.0,9.0,R,ATL,0,0,0,0,5,,2690.0,2,1,3,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
6449,SL,2017-09-19,572669,83.3,14.0,R,ATL,0,0,0,0,5,,2700.0,1,1,3,Strategic,Standard,0,0_0,fb:0_sb:0_tb:0
6450,FC,2017-09-19,547004,87.3,14.0,L,ATL,1,0,1,2,4,,2397.0,4,1,2,Standard,Standard,0,1_2,fb:1_sb:0_tb:1
6451,CU,2017-09-19,547004,77.0,14.0,L,ATL,1,0,1,2,4,,2469.0,3,1,2,Standard,Standard,0,1_1,fb:1_sb:0_tb:1
6452,CH,2017-09-19,547004,82.5,11.0,L,ATL,1,0,1,2,4,,1383.0,2,1,2,Standard,Standard,0,0_1,fb:1_sb:0_tb:1
6453,FC,2017-09-19,547004,87.2,6.0,L,ATL,1,0,1,2,4,,2334.0,1,1,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:1
6454,SL,2017-09-19,435559,86.1,14.0,R,ATL,0,1,1,2,4,,2310.0,10,0,2,Standard,Standard,0,3_2,fb:1_sb:1_tb:0
6455,SL,2017-09-19,435559,89.1,14.0,R,ATL,0,1,1,2,4,,2293.0,9,0,2,Standard,Standard,0,3_2,fb:1_sb:1_tb:0
6456,FF,2017-09-19,435559,95.4,6.0,R,ATL,0,1,1,2,4,,2380.0,8,0,2,Standard,Standard,0,3_2,fb:1_sb:1_tb:0
6457,FF,2017-09-19,435559,95.6,3.0,R,ATL,0,1,1,2,4,,2490.0,7,0,2,Standard,Standard,0,3_2,fb:1_sb:1_tb:0
6458,CH,2017-09-19,435559,83.9,14.0,R,ATL,0,1,1,2,4,,1366.0,6,0,2,Standard,Standard,0,2_2,fb:1_sb:1_tb:0
6459,CH,2017-09-19,435559,82.0,11.0,R,ATL,0,1,1,2,4,,1327.0,5,0,2,Standard,Standard,0,2_2,fb:1_sb:1_tb:0
6460,FF,2017-09-19,435559,94.3,11.0,R,ATL,0,1,1,2,4,,2569.0,4,0,2,Standard,Standard,0,1_2,fb:1_sb:1_tb:0
6461,SL,2017-09-19,435559,85.6,14.0,R,ATL,0,1,1,2,4,,2379.0,3,0,2,Standard,Standard,0,1_1,fb:1_sb:1_tb:0
6462,FF,2017-09-19,435559,94.8,14.0,R,ATL,0,1,1,2,4,,2571.0,2,0,2,Standard,Standard,0,0_1,fb:1_sb:1_tb:0
6463,SL,2017-09-19,435559,86.8,11.0,R,ATL,0,1,1,2,4,,2399.0,1,0,2,Standard,Standard,0,0_0,fb:1_sb:1_tb:0
6464,FF,2017-09-19,455976,92.8,12.0,L,ATL,0,0,1,2,4,,2435.0,1,0,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
6465,FF,2017-09-19,518692,93.5,12.0,L,ATL,0,0,0,2,4,,2436.0,2,0,2,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
6466,CH,2017-09-19,518692,83.6,4.0,L,ATL,0,0,0,2,4,,1323.0,1,0,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
6467,CH,2017-09-19,645277,83.4,14.0,L,ATL,0,0,0,1,4,,1396.0,4,0,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
6468,FF,2017-09-19,645277,93.4,11.0,L,ATL,0,0,0,1,4,,2468.0,3,0,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
6469,CU,2017-09-19,645277,79.3,6.0,L,ATL,0,0,0,1,4,,,2,0,2,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
6470,CU,2017-09-19,645277,79.8,12.0,L,ATL,0,0,0,1,4,,,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6471,FC,2017-09-19,542255,88.9,14.0,L,ATL,0,0,0,0,4,,2355.0,3,0,2,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6472,CH,2017-09-19,542255,81.9,11.0,L,ATL,0,0,0,0,4,,1375.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6473,FF,2017-09-19,542255,93.2,11.0,L,ATL,0,0,0,0,4,,2527.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6474,CU,2017-09-19,627894,78.8,2.0,L,ATL,0,0,0,2,3,,2637.0,3,0,2,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
6475,FF,2017-09-19,627894,94.6,3.0,L,ATL,0,0,0,2,3,,2493.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6476,FF,2017-09-19,627894,92.3,5.0,L,ATL,0,0,0,2,3,,2422.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6477,FF,2017-09-19,621020,93.8,4.0,R,ATL,0,0,0,1,3,,2516.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
6478,FF,2017-09-19,621020,92.7,6.0,R,ATL,0,0,0,1,3,,2505.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
6479,SL,2017-09-19,572669,88.2,14.0,R,ATL,0,0,0,0,3,,2422.0,7,0,2,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
