,pitch_type,game_date,batter,release_speed,zone,stand,home_team,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
0,FF,2019-09-24,656514,92.7,6.0,L,WSH,0,0,1,2,6,190925_005920,2299.0,1,4,2,Infield shift,Standard,1,0_0,fb:1_sb:0_tb:0
1,CH,2019-09-24,664068,84.4,9.0,R,WSH,0,0,0,2,6,190925_005823,1494.0,5,4,2,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2,FF,2019-09-24,664068,97.4,8.0,R,WSH,0,0,0,2,6,190925_005750,2465.0,4,4,2,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
3,SL,2019-09-24,664068,84.8,14.0,R,WSH,0,0,0,2,6,190925_005726,2295.0,3,4,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
4,CU,2019-09-24,664068,79.1,4.0,R,WSH,0,0,0,2,6,190925_005705,2818.0,2,4,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
5,FF,2019-09-24,664068,95.4,9.0,R,WSH,0,0,0,2,6,190925_005640,2589.0,1,4,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
6,FC,2019-09-24,543543,90.1,14.0,L,WSH,0,0,0,1,6,190925_005605,2588.0,3,4,2,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
7,CU,2019-09-24,543543,80.6,14.0,L,WSH,0,0,0,1,6,190925_005538,2794.0,2,4,2,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
8,FF,2019-09-24,543543,95.9,3.0,L,WSH,0,0,0,1,6,190925_005520,2547.0,1,4,2,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
9,SL,2019-09-24,516416,84.7,9.0,R,WSH,0,0,0,0,6,190925_005444,,6,4,2,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
10,CH,2019-09-24,516416,84.5,14.0,R,WSH,0,0,0,0,6,190925_005416,1529.0,5,4,2,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
11,FF,2019-09-24,516416,95.3,12.0,R,WSH,0,0,0,0,6,190925_005357,2526.0,4,4,2,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
12,CH,2019-09-24,516416,84.9,14.0,R,WSH,0,0,0,0,6,190925_005331,1474.0,3,4,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
13,SL,2019-09-24,516416,85.5,6.0,R,WSH,0,0,0,0,6,190925_005307,2660.0,2,4,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
14,SL,2019-09-24,516416,84.7,8.0,R,WSH,0,0,0,0,6,190925_005245,2570.0,1,4,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
15,FC,2019-09-24,489149,90.1,14.0,L,WSH,0,1,0,2,5,190925_004242,2322.0,4,4,2,Infield shift,Standard,1,1_2,fb:0_sb:1_tb:0
16,FF,2019-09-24,489149,95.2,12.0,L,WSH,0,1,0,2,5,190925_004156,2401.0,3,4,2,Infield shift,Standard,1,1_1,fb:0_sb:1_tb:0
17,CH,2019-09-24,489149,84.0,13.0,L,WSH,0,1,0,2,5,190925_004122,1463.0,2,4,2,Infield shift,Standard,1,1_0,fb:0_sb:1_tb:0
18,CH,2019-09-24,489149,85.7,13.0,L,WSH,0,1,0,2,5,190925_004058,1437.0,1,4,2,Infield shift,Standard,1,0_0,fb:0_sb:1_tb:0
19,FF,2019-09-24,514917,94.2,4.0,L,WSH,0,0,0,2,5,190925_004011,2426.0,5,4,2,Standard,Standard,1,3_1,fb:0_sb:0_tb:0
20,CH,2019-09-24,514917,85.5,14.0,L,WSH,0,0,0,2,5,190925_003944,1518.0,4,4,2,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
21,FF,2019-09-24,514917,94.3,12.0,L,WSH,0,0,0,2,5,190925_003926,2447.0,3,4,2,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
22,CU,2019-09-24,514917,79.5,4.0,L,WSH,0,0,0,2,5,190925_003905,2586.0,2,4,2,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
23,FF,2019-09-24,514917,92.2,14.0,L,WSH,0,0,0,2,5,190925_003849,2356.0,1,4,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
24,SL,2019-09-24,605400,83.0,5.0,R,WSH,0,0,0,1,5,190925_003811,2430.0,3,4,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
25,SL,2019-09-24,605400,84.0,9.0,R,WSH,0,0,0,1,5,190925_003750,2424.0,2,4,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
26,FF,2019-09-24,605400,92.6,9.0,R,WSH,0,0,0,1,5,190925_003736,2400.0,1,4,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
27,CH,2019-09-24,595284,83.9,8.0,L,WSH,0,0,0,0,5,190925_003704,1576.0,4,4,2,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
28,CH,2019-09-24,595284,83.0,14.0,L,WSH,0,0,0,0,5,190925_003640,1322.0,3,4,2,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
29,FC,2019-09-24,595284,89.3,2.0,L,WSH,0,0,0,0,5,190925_003605,2468.0,2,4,2,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
30,CU,2019-09-24,595284,76.9,13.0,L,WSH,0,0,0,0,5,190925_003546,2741.0,1,4,2,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
31,FF,2019-09-24,596748,95.4,12.0,R,WSH,0,0,0,2,4,190925_002056,2490.0,4,4,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
32,SL,2019-09-24,596748,83.8,4.0,R,WSH,0,0,0,2,4,190925_002023,2408.0,3,4,1,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
33,CU,2019-09-24,596748,79.0,14.0,R,WSH,0,0,0,2,4,190925_002006,2728.0,2,4,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
34,FF,2019-09-24,596748,94.3,6.0,R,WSH,0,0,0,2,4,190925_001946,2424.0,1,4,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
35,FF,2019-09-24,656514,94.6,12.0,L,WSH,0,0,0,1,4,190925_001918,2497.0,2,4,1,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
36,CU,2019-09-24,656514,79.4,13.0,L,WSH,0,0,0,1,4,190925_001857,2674.0,1,4,1,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
37,FF,2019-09-24,664068,95.4,5.0,R,WSH,0,0,0,0,4,190925_001824,2523.0,7,4,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
38,SL,2019-09-24,664068,85.5,4.0,R,WSH,0,0,0,0,4,190925_001759,2454.0,6,4,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
39,SL,2019-09-24,664068,84.7,11.0,R,WSH,0,0,0,0,4,190925_001736,,5,4,1,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
40,CH,2019-09-24,664068,84.9,13.0,R,WSH,0,0,0,0,4,190925_001714,1700.0,4,4,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
41,SL,2019-09-24,664068,84.4,8.0,R,WSH,0,0,0,0,4,190925_001649,2493.0,3,4,1,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
42,FF,2019-09-24,664068,94.4,6.0,R,WSH,0,0,0,0,4,190925_001628,2491.0,2,4,1,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
43,FF,2019-09-24,664068,94.1,3.0,R,WSH,0,0,0,0,4,190925_001612,2474.0,1,4,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
44,CH,2019-09-24,543543,84.1,7.0,L,WSH,0,0,0,0,4,190925_001536,1639.0,3,3,1,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
45,CH,2019-09-24,543543,82.2,1.0,L,WSH,0,0,0,0,4,190925_001507,1411.0,2,3,1,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
46,FF,2019-09-24,543543,92.1,11.0,L,WSH,0,0,0,0,4,190925_001453,2437.0,1,3,1,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
47,SL,2019-09-24,516416,85.2,14.0,R,WSH,0,0,0,2,3,190924_235604,2485.0,5,3,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
48,FF,2019-09-24,516416,95.9,6.0,R,WSH,0,0,0,2,3,190924_235535,2576.0,4,3,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
49,SL,2019-09-24,516416,86.4,14.0,R,WSH,0,0,0,2,3,190924_235508,2466.0,3,3,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
50,SL,2019-09-24,516416,86.4,14.0,R,WSH,0,0,0,2,3,190924_235446,2433.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
51,CU,2019-09-24,516416,79.8,6.0,R,WSH,0,0,0,2,3,190924_235428,2785.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
52,CH,2019-09-24,489149,85.3,13.0,L,WSH,0,0,0,1,3,190924_235343,3383.0,4,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
53,CH,2019-09-24,489149,84.1,7.0,L,WSH,0,0,0,1,3,190924_235314,1425.0,3,3,0,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
54,FF,2019-09-24,489149,94.3,11.0,L,WSH,0,0,0,1,3,190924_235255,2612.0,2,3,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
55,FF,2019-09-24,489149,94.3,12.0,L,WSH,0,0,0,1,3,190924_235238,2548.0,1,3,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
56,CH,2019-09-24,514917,83.7,11.0,L,WSH,0,0,0,0,3,190924_235204,1466.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
57,SL,2019-09-24,605400,85.8,2.0,R,WSH,0,0,0,2,2,190924_233918,2292.0,5,3,0,Standard,Strategic,1,2_2,fb:0_sb:0_tb:0
58,FF,2019-09-24,605400,94.0,11.0,R,WSH,0,0,0,2,2,190924_233854,2407.0,4,3,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
59,FF,2019-09-24,605400,93.9,14.0,R,WSH,0,0,0,2,2,190924_233833,1240.0,3,3,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
60,FF,2019-09-24,605400,94.2,5.0,R,WSH,0,0,0,2,2,190924_233810,2452.0,2,3,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
61,FF,2019-09-24,605400,93.5,14.0,R,WSH,0,0,0,2,2,190924_233758,2422.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
62,CH,2019-09-24,595284,84.4,13.0,L,WSH,0,0,0,1,2,190924_233728,1555.0,8,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
63,FC,2019-09-24,595284,88.9,5.0,L,WSH,0,0,0,1,2,190924_233700,2429.0,7,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
64,CH,2019-09-24,595284,84.5,13.0,L,WSH,0,0,0,1,2,190924_233615,1546.0,6,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
65,FF,2019-09-24,595284,95.0,12.0,L,WSH,0,0,0,1,2,190924_233549,2331.0,5,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
66,FF,2019-09-24,595284,95.2,2.0,L,WSH,0,0,0,1,2,190924_233526,2473.0,4,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
67,FF,2019-09-24,595284,94.8,5.0,L,WSH,0,0,0,1,2,190924_233455,2457.0,3,3,0,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
68,CU,2019-09-24,595284,81.0,2.0,L,WSH,0,0,0,1,2,190924_233433,2755.0,2,3,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
69,CU,2019-09-24,595284,79.7,11.0,L,WSH,0,0,0,1,2,190924_233413,2745.0,1,3,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
70,SL,2019-09-24,596748,85.8,14.0,R,WSH,0,0,0,0,2,190924_233336,2545.0,5,3,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
71,FF,2019-09-24,596748,94.9,9.0,R,WSH,0,0,0,0,2,190924_233311,2547.0,4,3,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
72,FF,2019-09-24,596748,93.2,14.0,R,WSH,0,0,0,0,2,190924_233253,2485.0,3,3,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
73,SL,2019-09-24,596748,86.5,9.0,R,WSH,0,0,0,0,2,190924_233236,2444.0,2,3,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
74,SL,2019-09-24,596748,85.7,14.0,R,WSH,0,0,0,0,2,190924_233222,2428.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
75,CH,2019-09-24,656514,85.4,7.0,L,WSH,0,0,0,2,1,190924_231708,1613.0,5,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
76,FC,2019-09-24,656514,90.7,14.0,L,WSH,0,0,0,2,1,190924_231646,2386.0,4,3,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
77,FF,2019-09-24,656514,95.0,3.0,L,WSH,0,0,0,2,1,190924_231623,2498.0,3,3,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
78,CH,2019-09-24,656514,85.3,13.0,L,WSH,0,0,0,2,1,190924_231605,1696.0,2,3,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
79,FF,2019-09-24,656514,95.0,2.0,L,WSH,0,0,0,2,1,190924_231549,2461.0,1,3,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
80,SL,2019-09-24,664068,85.3,8.0,R,WSH,0,0,0,1,1,190924_231518,2386.0,3,3,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
81,SL,2019-09-24,664068,85.9,5.0,R,WSH,0,0,0,1,1,190924_231456,2411.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
82,SL,2019-09-24,664068,86.2,9.0,R,WSH,0,0,0,1,1,190924_231436,2308.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
83,FF,2019-09-24,543543,95.9,9.0,L,WSH,0,1,1,1,1,190924_231354,2502.0,2,0,0,Infield shift,Standard,1,0_1,fb:1_sb:1_tb:0
84,FF,2019-09-24,543543,95.5,5.0,L,WSH,0,1,1,1,1,190924_231321,2518.0,1,0,0,Infield shift,Standard,1,0_0,fb:1_sb:1_tb:0
85,SL,2019-09-24,516416,84.1,14.0,R,WSH,0,0,1,1,1,190924_231228,2457.0,4,0,0,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
86,FF,2019-09-24,516416,95.6,6.0,R,WSH,0,0,1,1,1,190924_231206,2470.0,3,0,0,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
87,FF,2019-09-24,516416,94.9,7.0,R,WSH,0,0,1,1,1,190924_231135,2537.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
88,SL,2019-09-24,516416,85.0,14.0,R,WSH,0,0,1,1,1,190924_231109,2288.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
89,FF,2019-09-24,489149,97.1,14.0,L,WSH,0,0,0,1,1,190924_231034,2581.0,7,0,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
90,FF,2019-09-24,489149,96.7,4.0,L,WSH,0,0,0,1,1,190924_231007,2503.0,6,0,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
91,CH,2019-09-24,489149,85.5,8.0,L,WSH,0,0,0,1,1,190924_230938,1483.0,5,0,0,Infield shift,Standard,1,3_1,fb:0_sb:0_tb:0
92,FC,2019-09-24,489149,91.5,12.0,L,WSH,0,0,0,1,1,190924_230914,2415.0,4,0,0,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
93,FF,2019-09-24,489149,95.8,6.0,L,WSH,0,0,0,1,1,190924_230841,2583.0,3,0,0,Infield shift,Standard,1,2_0,fb:0_sb:0_tb:0
94,FF,2019-09-24,489149,94.8,11.0,L,WSH,0,0,0,1,1,190924_230819,2553.0,2,0,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
95,FF,2019-09-24,489149,95.1,12.0,L,WSH,0,0,0,1,1,190924_230801,2510.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
96,CH,2019-09-24,514917,85.0,7.0,L,WSH,0,0,0,0,1,190924_230722,1333.0,5,0,0,Standard,Strategic,1,2_2,fb:0_sb:0_tb:0
97,FF,2019-09-24,514917,94.9,9.0,L,WSH,0,0,0,0,1,190924_230700,2550.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
98,CU,2019-09-24,514917,80.1,7.0,L,WSH,0,0,0,0,1,190924_230641,2892.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
99,FF,2019-09-24,514917,94.9,14.0,L,WSH,0,0,0,0,1,190924_230625,2592.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
100,FF,2019-09-24,514917,92.1,4.0,L,WSH,0,0,0,0,1,190924_230610,2526.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
101,CU,2019-09-18,446308,78.5,2.0,L,STL,0,0,1,2,7,190918_192954,2555.0,5,3,1,Infield shift,Standard,0,2_2,fb:1_sb:0_tb:0
102,FF,2019-09-18,446308,94.2,3.0,L,STL,0,0,1,2,7,190918_192917,2286.0,4,3,1,Infield shift,Standard,0,2_1,fb:1_sb:0_tb:0
103,FF,2019-09-18,446308,94.0,5.0,L,STL,0,0,1,2,7,190918_192832,2284.0,3,3,1,Infield shift,Standard,0,2_0,fb:1_sb:0_tb:0
104,CH,2019-09-18,446308,81.6,11.0,L,STL,0,0,1,2,7,190918_192806,1129.0,2,3,1,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
105,FF,2019-09-18,446308,92.2,14.0,L,STL,0,0,1,2,7,190918_192743,2377.0,1,3,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
106,CH,2019-09-18,669242,83.3,11.0,L,STL,0,1,0,2,7,190918_192646,1355.0,4,2,1,Standard,Standard,0,2_1,fb:0_sb:1_tb:0
107,FF,2019-09-18,669242,96.1,12.0,L,STL,0,1,0,2,7,190918_192611,2435.0,3,2,1,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
108,CU,2019-09-18,669242,79.2,13.0,L,STL,0,1,0,2,7,190918_192543,2660.0,2,2,1,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
109,FF,2019-09-18,669242,96.0,4.0,L,STL,0,1,0,2,7,190918_192514,2403.0,1,2,1,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
110,SL,2019-09-18,657557,86.7,5.0,R,STL,0,0,0,2,7,190918_192422,2396.0,3,2,1,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
111,CH,2019-09-18,657557,83.6,13.0,R,STL,0,0,0,2,7,190918_192353,1320.0,2,2,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
112,FF,2019-09-18,657557,95.9,5.0,R,STL,0,0,0,2,7,190918_192333,2211.0,1,2,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
113,FF,2019-09-18,425877,94.6,11.0,R,STL,0,0,0,1,7,190918_192257,2383.0,7,2,1,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
114,SL,2019-09-18,425877,85.0,4.0,R,STL,0,0,0,1,7,190918_192220,2281.0,6,2,1,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
115,SL,2019-09-18,425877,85.0,13.0,R,STL,0,0,0,1,7,190918_192154,2433.0,5,2,1,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
116,FF,2019-09-18,425877,94.2,4.0,R,STL,0,0,0,1,7,190918_192132,2302.0,4,2,1,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
117,CH,2019-09-18,425877,84.5,13.0,R,STL,0,0,0,1,7,190918_192111,1367.0,3,2,1,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
118,FF,2019-09-18,425877,94.6,11.0,R,STL,0,0,0,1,7,190918_192053,2474.0,2,2,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
119,CU,2019-09-18,425877,77.9,8.0,R,STL,0,0,0,1,7,190918_192037,2754.0,1,2,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
120,SL,2019-09-18,664056,85.4,14.0,R,STL,0,0,0,0,7,190918_192001,2265.0,3,2,1,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
121,SL,2019-09-18,664056,84.2,5.0,R,STL,0,0,0,0,7,190918_191940,,2,2,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
122,SL,2019-09-18,664056,84.5,14.0,R,STL,0,0,0,0,7,190918_191920,2424.0,1,2,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
123,SL,2019-09-18,542303,85.4,4.0,R,STL,0,1,1,2,6,190918_190755,2213.0,2,2,0,Standard,Standard,0,1_0,fb:1_sb:1_tb:0
124,CU,2019-09-18,542303,,,R,STL,0,1,1,2,6,190918_190720,,1,2,0,Standard,Standard,0,0_0,fb:1_sb:1_tb:0
125,FF,2019-09-18,502671,95.5,4.0,R,STL,0,1,1,1,6,190918_190558,2346.0,6,2,0,Standard,Standard,0,1_2,fb:1_sb:1_tb:0
126,SL,2019-09-18,502671,84.3,14.0,R,STL,0,1,1,1,6,190918_190527,2300.0,5,2,0,Standard,Standard,0,0_2,fb:1_sb:1_tb:0
127,FF,2019-09-18,502671,96.1,11.0,R,STL,0,1,1,1,6,190918_190423,2366.0,4,2,0,Standard,Standard,0,0_2,fb:1_sb:1_tb:0
128,FF,2019-09-18,502671,94.8,11.0,R,STL,0,1,1,1,6,190918_190344,2379.0,3,2,0,Standard,Standard,0,0_2,fb:1_sb:1_tb:0
129,SL,2019-09-18,502671,85.0,13.0,R,STL,0,1,1,1,6,190918_190307,2438.0,2,2,0,Standard,Standard,0,0_1,fb:1_sb:1_tb:0
130,SL,2019-09-18,502671,84.8,5.0,R,STL,0,1,1,1,6,190918_190242,2379.0,1,2,0,Standard,Standard,0,0_0,fb:1_sb:1_tb:0
131,CU,2019-09-18,543939,77.4,5.0,L,STL,0,0,1,1,6,190918_190153,2749.0,1,2,0,Infield shift,Standard,0,0_0,fb:1_sb:0_tb:0
132,FF,2019-09-18,451594,93.5,9.0,L,STL,0,0,0,1,6,190918_190116,2379.0,3,2,0,Infield shift,Standard,0,2_0,fb:0_sb:0_tb:0
133,CU,2019-09-18,451594,78.9,14.0,L,STL,0,0,0,1,6,190918_190047,2851.0,2,2,0,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
134,CH,2019-09-18,451594,82.9,13.0,L,STL,0,0,0,1,6,190918_190031,1452.0,1,2,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
135,SL,2019-09-18,425794,85.0,14.0,R,STL,0,0,0,0,6,190918_185948,2456.0,3,2,0,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
136,FF,2019-09-18,425794,93.8,6.0,R,STL,0,0,0,0,6,190918_185931,2301.0,2,2,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
137,FF,2019-09-18,425794,93.1,9.0,R,STL,0,0,0,0,6,190918_185915,2395.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
138,FF,2019-09-18,669242,97.2,11.0,L,STL,0,0,0,2,5,190918_183621,2452.0,5,2,0,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
139,FF,2019-09-18,669242,95.4,2.0,L,STL,0,0,0,2,5,190918_183540,2535.0,4,2,0,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
140,CU,2019-09-18,669242,79.7,4.0,L,STL,0,0,0,2,5,190918_183522,2654.0,3,2,0,Standard,Standard,0,2_0,fb:0_sb:0_tb:0
141,CH,2019-09-18,669242,84.2,11.0,L,STL,0,0,0,2,5,190918_183500,1542.0,2,2,0,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
142,FF,2019-09-18,669242,95.6,12.0,L,STL,0,0,0,2,5,190918_183444,2562.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
143,SL,2019-09-18,657557,85.2,8.0,R,STL,1,0,0,1,5,190918_183354,2271.0,2,1,0,Strategic,Standard,0,0_1,fb:0_sb:0_tb:1
144,SL,2019-09-18,657557,84.9,2.0,R,STL,1,0,0,1,5,190918_183325,2408.0,1,1,0,Strategic,Standard,0,0_0,fb:0_sb:0_tb:1
145,FF,2019-09-18,425877,93.8,12.0,R,STL,0,1,0,0,5,190918_183230,2486.0,3,1,0,Standard,Standard,0,0_2,fb:0_sb:1_tb:0
146,SL,2019-09-18,425877,85.0,6.0,R,STL,0,1,0,0,5,190918_183156,2309.0,2,1,0,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
147,CH,2019-09-18,425877,82.0,13.0,R,STL,0,1,0,0,5,190918_183110,1314.0,1,1,0,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
148,FF,2019-09-18,572761,94.4,4.0,L,STL,0,0,0,0,5,190918_183009,2409.0,5,1,0,Infield shift,Strategic,0,3_1,fb:0_sb:0_tb:0
149,CH,2019-09-18,572761,83.9,13.0,L,STL,0,0,0,0,5,190918_182942,1427.0,4,1,0,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
150,FF,2019-09-18,572761,94.5,11.0,L,STL,0,0,0,0,5,190918_182922,2399.0,3,1,0,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
151,CU,2019-09-18,572761,79.9,13.0,L,STL,0,0,0,0,5,190918_182859,2822.0,2,1,0,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
152,CU,2019-09-18,572761,77.2,4.0,L,STL,0,0,0,0,5,190918_182843,2692.0,1,1,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
153,SL,2019-09-18,542303,86.7,14.0,R,STL,0,0,0,2,4,190918_181842,2402.0,8,1,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
154,CU,2019-09-18,542303,80.5,8.0,R,STL,0,0,0,2,4,190918_181810,2759.0,7,1,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
155,FF,2019-09-18,542303,97.6,11.0,R,STL,0,0,0,2,4,190918_181731,2528.0,6,1,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
156,SL,2019-09-18,542303,85.0,8.0,R,STL,0,0,0,2,4,190918_181702,2281.0,5,1,0,Infield shift,Standard,0,3_1,fb:0_sb:0_tb:0
157,FF,2019-09-18,542303,95.3,5.0,R,STL,0,0,0,2,4,190918_181641,2314.0,4,1,0,Infield shift,Standard,0,3_0,fb:0_sb:0_tb:0
158,FF,2019-09-18,542303,95.8,14.0,R,STL,0,0,0,2,4,190918_181623,2435.0,3,1,0,Infield shift,Standard,0,2_0,fb:0_sb:0_tb:0
159,FF,2019-09-18,542303,94.8,11.0,R,STL,0,0,0,2,4,190918_181605,2358.0,2,1,0,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
160,FF,2019-09-18,542303,94.1,14.0,R,STL,0,0,0,2,4,190918_181549,2361.0,1,1,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
161,SL,2019-09-18,502671,85.8,5.0,R,STL,0,0,0,1,4,190918_181517,2328.0,2,1,0,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
